	division	esr	region	express	source	iso3166	osm_id	lat	lon	name	station_type_en	railway
6909	Ижевское	257208	Удмуртская Республика		udmurt	RU-UD				КАМА (ЭКСП.)		Горьковская
6910	Ижевское	257301	Удмуртская Республика		udmurt	RU-UD				Каучук		Горьковская
6911	Ижевское	257405	Удмуртская Республика	2061407.0	udmurt	RU-UD	300554140.0	56.26011276	54.22842026	Камбарка	station	Горьковская
6912	Ижевское	257509	Республика Башкортостан	2060539.0	bashkir	RU-BA	300554120.0	56.23932266	54.38171387	Амзя	station	Горьковская
6913	Ижевское	257602	Республика Башкортостан	2060538.0	bashkir	RU-BA				Нефтекамск		Горьковская
6914	Ижевское	257617	Республика Башкортостан	2060786.0	bashkir	RU-BA	1138963832.0	56.10502243	54.24329758	Нефтекамск-Пассажирский	station	Горьковская
6915	Ижевское	257706	Республика Башкортостан	2060541.0	bashkir	RU-BA	300554108.0	56.24052429	54.55216217	Карманово	station	Горьковская
6916	Ижевское	257710	Республика Башкортостан	2060649.0	bashkir	RU-BA	919690279.0	56.2437439	54.59759903	Энергетик	halt	Горьковская
6917	Ижевское	257725	Республика Башкортостан	2060735.0	bashkir	RU-BA	300554103.0	56.25385284	54.72238159	Бадряш	halt	Горьковская
6918		257733	Республика Башкортостан	2060189.0	bashkir	RU-BA	3444867573.0	56.26037598	54.81706619	1219 км	halt	Горьковская
6919		257797	Республика Башкортостан		bashkir	RU-BA				ЯНАУЛ ЗАП		Горьковская
6920	Ижевское	257800	Республика Башкортостан	2060542.0	bashkir	RU-BA	4795178529.0	56.27175903	54.92884064	Янаул	station	Горьковская
6921	Ижевское	257814	Республика Башкортостан	2061601.0	bashkir	RU-BA	588516389.0	56.30751419	55.07497025	Куюк	halt	Горьковская
6922		257829	Республика Башкортостан	2060190.0	bashkir	RU-BA	3444885262.0	56.29410553	55.01566315	1233 км	halt	Горьковская
6923		257833	Республика Башкортостан	2060191.0	bashkir	RU-BA	3444880058.0	56.31640244	55.11455917	1239 км	halt	Горьковская
6924		257848	Пермский край	2060193.0	perm	RU-PER				1245 км		Горьковская
6925	Ижевское	257903	Республика Башкортостан		bashkir	RU-BA				НЕФТЕКАМСК (ЭКСП.)		Горьковская
6926	Ижевское	257918	Пермский край		perm	RU-PER	919690282.0	56.36196136	55.32014847	1253 км	halt	Горьковская
6927	Ижевское	257922	Пермский край	2060004.0	perm	RU-PER	919690255.0	56.38702774	55.43339157	Кинчак	halt	Горьковская
6928	Ижевское	257937	Пермский край	2060543.0	perm	RU-PER	6467774931.0	56.34690094	55.25426865	Рабак	station	Горьковская
6929		257941	Пермский край	2060194.0	perm	RU-PER				1257 км		Горьковская
6930		257956	Пермский край		perm	RU-PER				1266 км		Горьковская
6931	Ижевское	258003	Пермский край	2060570.0	perm	RU-PER	296423347.0	56.42838287	55.59654617	Куеда	station	Горьковская
6932	Ижевское	258018	Пермский край	2061632.0	perm	RU-PER	919690316.0	56.45412445	55.74383545	Бикбардинский	halt	Горьковская
6933	Ижевское	258022	Пермский край	2060031.0	perm	RU-PER	919690257.0	56.49587631	55.8788147	Осиновая Гора	halt	Горьковская
6934	Ижевское	258037	Пермский край	2060698.0	perm	RU-PER	919690327.0	56.5015564	55.97948837	Стреж	halt	Горьковская
6935		258041	Пермский край	2060195.0	perm	RU-PER	667918527.0	56.44425964	55.70962143	1279 км	halt	Горьковская
6936		258056	Пермский край	2060197.0	perm	RU-PER				1281 км		Горьковская
6937		258060	Пермский край	2060198.0	perm	RU-PER	300553186.0	56.48017502	55.81236649	1287 км	halt	Горьковская
6938		258075	Пермский край	2060199.0	perm	RU-PER				1295 км		Горьковская
6939	Ижевское	258107	Пермский край	2060580.0	perm	RU-PER				Чернушка		Горьковская
6940	Ижевское	258111	Пермский край	2060739.0	perm	RU-PER	919690306.0	56.48820496	56.21129608	Улык	halt	Горьковская
6941		258126	Пермский край	2060301.0	perm	RU-PER				1314 км		Горьковская
6942		258130	Пермский край	2060300.0	perm	RU-PER				1309 км		Горьковская
6943		258145	Пермский край	2060303.0	perm	RU-PER				1320 км		Горьковская
6944		258158	Пермский край		perm	RU-PER				1317 км		Горьковская
6945	Ижевское	258215	Пермский край		perm	RU-PER	667440549.0	56.45874405	56.41310883	1331 км	halt	Горьковская
6946	Ижевское	258224	Пермский край	2060544.0	perm	RU-PER	667440571.0	56.45608139	56.50484848	Агарзя	halt	Горьковская
6947	Ижевское	258234	Пермский край	2060053.0	perm	RU-PER	667440529.0	56.45307541	56.32749557	Трун	station	Горьковская
6948		258249	Пермский край	2060305.0	perm	RU-PER				1341 км		Горьковская
6949	Ижевское	258304	Пермский край		perm	RU-PER				Щучье Озеро		Горьковская
6950	Ижевское	258319	Пермский край	2060546.0	perm	RU-PER	919690262.0	56.47351456	56.79376984	Атер	halt	Горьковская
6951	Ижевское	258323	Пермский край	2060545.0	perm	RU-PER				Щучье Озеро		Горьковская
6952		258338	Пермский край	2060306.0	perm	RU-PER				1350 км		Горьковская
6953		258342	Пермский край	2060307.0	perm	RU-PER	7688189269.0	56.47826385	56.76208878	1354 км	halt	Горьковская
6954		258357	Пермский край	2060308.0	perm	RU-PER				1362 км		Горьковская
6955	Ижевское	258412	Пермский край	2060548.0	perm	RU-PER	919690317.0	56.47114182	57.09202194	Сарс	halt	Горьковская
6956	Ижевское	258412	Пермский край	2060548.0	perm	RU-PER	7568633395.0	56.47836685	57.11098099	Сарс	station	Горьковская
6957	Ижевское	258427	Пермский край	2060547.0	perm	RU-PER	919690321.0	56.45890808	56.94079971	Бартым	station	Горьковская
6958		258431	Пермский край	2060309.0	perm	RU-PER	7568618404.0	56.47800827	57.01298141	1371 км	halt	Горьковская
6959		258446	Пермский край	2060310.0	perm	RU-PER	7568618403.0	56.47014236	57.06025696	1375 км	halt	Горьковская
6960		258450	Пермский край	2060311.0	perm	RU-PER				1383 км		Горьковская
6961	Ижевское	258501	Пермский край	2060590.0	perm	RU-PER	733881086.0	56.50862503	57.2053299	Чад	station	Горьковская
6962	Ижевское	258610	Свердловская область		sverdl	RU-SVE	6467774932.0	56.54249954	57.43330383	Чёрная Речка	station	Горьковская
6963	Ижевское	258624	Пермский край	2060549.0	perm	RU-PER	919690296.0	56.52475739	57.30658722	Ненастье	halt	Горьковская
6964		258639	Свердловская область	2060312.0	sverdl	RU-SVE	7488997578.0	56.54257584	57.49686813	1405 км	halt	Горьковская
6965		258643	Свердловская область	2060313.0	sverdl	RU-SVE				1408 км		Горьковская
6966	Ижевское	258709	Свердловская область		sverdl	RU-SVE	919690307.0	56.49984741	57.5422821	Пудлинговый	station	Горьковская
6967		258713	Свердловская область	2060314.0	sverdl	RU-SVE	890441312.0	56.50235367	57.62034988	1418 км	halt	Горьковская
6968	Ижевское	258802	Свердловская область		sverdl	RU-SVE	919690240.0	56.50847244	57.67024231	Саранинский Завод	station	Горьковская
6969	Ижевское	258817	Свердловская область		sverdl	RU-SVE	919690291.0	56.56354523	57.737854	Каменный	halt	Горьковская
6970		258821	Свердловская область	2060317.0	sverdl	RU-SVE	3633246360.0	56.55105209	57.7100296	1428 км	halt	Горьковская
6971		258836	Свердловская область	2060316.0	sverdl	RU-SVE				1427 км		Горьковская
6972		258840	Свердловская область	2060315.0	sverdl	RU-SVE				оп 1424 км		Горьковская
6973	Ижевское	258906	Свердловская область	2060610.0	sverdl	RU-SVE	4795178527.0	56.59804916	57.75859833	Красноуфимск	station	Горьковская
6974	Ижевское	258910	Свердловская область		sverdl	RU-SVE				1441 км		Горьковская
6975		258925	Свердловская область	2060319.0	sverdl	RU-SVE	2997160617.0	56.64665604	57.79476929	1440 км	halt	Горьковская
6976		258939	Свердловская область	2060318.0	sverdl	RU-SVE	3250020151.0	56.62311554	57.75212479	1437 км	halt	Горьковская
6977		258939	Свердловская область	2060318.0	sverdl	RU-SVE	3250020152.0	56.62311935	57.75205612	1437 км	halt	Горьковская
6978	Ижевское	259006	Свердловская область		sverdl	RU-SVE	667417498.0	56.66406631	57.85220337	Зюрзя	station	Горьковская
6979		259010	Свердловская область	2060322.0	sverdl	RU-SVE	3633248385.0	56.67077637	57.87470245	1447 км	halt	Горьковская
6980		259025	Свердловская область	2060323.0	sverdl	RU-SVE	3633248384.0	56.67910385	57.92638779	1450 км	halt	Горьковская
6981		259025	Свердловская область	2060323.0	sverdl	RU-SVE	4511056872.0	56.67905045	57.92641068	1450 км	halt	Горьковская
6982		259034	Свердловская область	2060324.0	sverdl	RU-SVE	4511056863.0	56.68863678	57.96753311	1453 км	halt	Горьковская
6983		259034	Свердловская область	2060324.0	sverdl	RU-SVE	3633249535.0	56.6887207	57.96746063	1453 км	halt	Горьковская
6984	Ижевское	259100	Свердловская область	2060555.0	sverdl	RU-SVE	667417525.0	56.70351028	58.03813553	Уфимка	station	Горьковская
6985	Ижевское	259100	Свердловская область	2060555.0	sverdl	RU-SVE	4511046913.0	56.70348358	58.03820419	Уфимка	station	Горьковская
6986	Ижевское	259114	Свердловская область		sverdl	RU-SVE	1899929796.0	56.79353714	58.23580551	Осыплянский	station	Горьковская
6987	Ижевское	259114	Свердловская область		sverdl	RU-SVE	4511046975.0	56.79351425	58.23585129	Осыплянский	station	Горьковская
6988	Ижевское	259129	Свердловская область		sverdl	RU-SVE	289778941.0	56.82210159	58.27890015	1478 км	halt	Горьковская
6989	Ижевское	259129	Свердловская область		sverdl	RU-SVE	4511046968.0	56.82273865	58.27924728	1478 км	halt	Горьковская
6990	Ижевское	259133	Свердловская область		sverdl	RU-SVE	4511046942.0	56.84794998	58.33953857	Афанасьевский	station	Горьковская
6991	Ижевское	259133	Свердловская область		sverdl	RU-SVE	1899929788.0	56.84800339	58.33958435	Афанасьевский	station	Горьковская
6992		259148	Свердловская область	2060326.0	sverdl	RU-SVE	3633246877.0	56.75932312	58.13425064	1471 км	halt	Горьковская
6993		259148	Свердловская область	2060326.0	sverdl	RU-SVE	4511046900.0	56.75930405	58.13429642	1471 км	halt	Горьковская
6994		259152	Свердловская область	2060325.0	sverdl	RU-SVE	4511046904.0	56.72824097	58.08570862	1467 км	halt	Горьковская
6995		259152	Свердловская область	2060325.0	sverdl	RU-SVE	3633247820.0	56.72826385	58.08566284	1467 км	halt	Горьковская
6996		259167	Свердловская область	2060328.0	sverdl	RU-SVE	3633245559.0	56.81205368	58.27529907	1481 км	halt	Горьковская
6997		259167	Свердловская область	2060328.0	sverdl	RU-SVE	4511046970.0	56.81203079	58.27534485	1481 км	halt	Горьковская
6998		259171	Свердловская область	2060329.0	sverdl	RU-SVE	3633243097.0	56.84812164	58.40594482	1488 км	halt	Горьковская
6999		259171	Свердловская область	2060329.0	sverdl	RU-SVE	4511046842.0	56.84809494	58.40595245	1488 км	halt	Горьковская
7000		259186	Республика Башкортостан		bashkir	RU-BA	2122319842.0	53.92075729	54.54789352	1464 км	halt	Куйбышевская
7001		259186	Республика Башкортостан		bashkir	RU-BA	4530723034.0	53.92079544	54.54777145	1464 км	halt	Куйбышевская
7002	Ижевское	259218	Свердловская область		sverdl	RU-SVE	4511046817.0	56.82958984	58.49453354	Ключевая	station	Горьковская
7003	Ижевское	259218	Свердловская область		sverdl	RU-SVE	892163764.0	56.82961655	58.49452591	Ключевая	station	Горьковская
7004		259222	Свердловская область	2060330.0	sverdl	RU-SVE	4511046807.0	56.82224274	58.53516769	1498 км	halt	Горьковская
7005		259222	Свердловская область	2060330.0	sverdl	RU-SVE	3633241320.0	56.82226562	58.53516388	1498 км	halt	Горьковская
7006		259237	Свердловская область		sverdl	RU-SVE	3633241296.0	56.81830215	58.55375671	1501 км	halt	Горьковская
7007		259237	Свердловская область		sverdl	RU-SVE	4511046805.0	56.81827545	58.55376434	1501 км	halt	Горьковская
7008	Ижевское	259415	Свердловская область		sverdl	RU-SVE	4511044232.0	56.86124039	58.96102905	Шангин	halt	Горьковская
7009	Ижевское	259415	Свердловская область		sverdl	RU-SVE	289778022.0	56.86125946	58.96101761	Шангин	halt	Горьковская
7010	Ижевское	259420	Свердловская область		sverdl	RU-SVE	1899929792.0	56.85905075	58.81038284	Контугановский	station	Горьковская
7011	Ижевское	259420	Свердловская область		sverdl	RU-SVE	4511044273.0	56.85903168	58.81039429	Контугановский	station	Горьковская
7012	Ижевское	259434	Свердловская область		sverdl	RU-SVE	1129823177.0	56.8157959	58.60580826	Кленовский	halt	Горьковская
7013	Ижевское	259434	Свердловская область		sverdl	RU-SVE	4511046801.0	56.8157692	58.60581207	Кленовский	halt	Горьковская
7014		259449	Свердловская область	2060332.0	sverdl	RU-SVE	1752286517.0	56.84319305	58.74610138	1511 км	halt	Горьковская
7015		259449	Свердловская область	2060332.0	sverdl	RU-SVE	4511046862.0	56.84316635	58.74610519	1511 км	halt	Горьковская
7016		259453	Свердловская область	2060333.0	sverdl	RU-SVE	4511046790.0	56.8456955	58.77083206	1512 км	halt	Горьковская
7017		259453	Свердловская область	2060333.0	sverdl	RU-SVE	289778054.0	56.84571457	58.77082062	1512 км	halt	Горьковская
7018		259468	Свердловская область	2060334.0	sverdl	RU-SVE	289778041.0	56.85308456	58.83747482	1519 км	halt	Горьковская
7019		259468	Свердловская область	2060334.0	sverdl	RU-SVE	4511044267.0	56.85306549	58.83748627	1519 км	halt	Горьковская
7020		259472	Свердловская область	2060349.0	sverdl	RU-SVE				1522 км		Горьковская
7021		259487	Свердловская область		sverdl	RU-SVE	4511044237.0	56.86411667	58.94836807	1527 км	halt	Горьковская
7022		259487	Свердловская область		sverdl	RU-SVE	3633235264.0	56.86413574	58.94835663	1527 км	halt	Горьковская
7023	Ижевское	259504	Свердловская область	2060562.0	sverdl	RU-SVE	3245298623.0	56.84490204	59.06655502	Бисертский Завод	station	Горьковская
7024	Ижевское	259519	Свердловская область		sverdl	RU-SVE	3245304754.0	56.84254456	59.15190506	Киргишаны	halt	Горьковская
7025	Ижевское	259519	Свердловская область		sverdl	RU-SVE	3245304759.0	56.8425827	59.15197754	Киргишаны	halt	Горьковская
7026	Ижевское	259523	Свердловская область		sverdl	RU-SVE	3563848269.0	56.86491013	59.28294373	Чеботаево	halt	Горьковская
7027		259538	Свердловская область	2060670.0	sverdl	RU-SVE	3633232634.0	56.84736633	59.21203613	1551 км	halt	Горьковская
7028		259542	Свердловская область	2060666.0	sverdl	RU-SVE	3633234342.0	56.83864212	59.20067978	1546 км	halt	Горьковская
7029		259557	Свердловская область	2060597.0	sverdl	RU-SVE	3245306755.0	56.84889984	59.12267685	1539 км	halt	Горьковская
7030		259561	Свердловская область	2060675.0	sverdl	RU-SVE	1251299253.0	56.84798813	59.29941559	1557 км	halt	Горьковская
7031		259576	Свердловская область	2060679.0	sverdl	RU-SVE	2113385004.0	56.83389664	59.35762024	1561 км	halt	Горьковская
7032	Ижевское	259608	Свердловская область		sverdl	RU-SVE	289776696.0	56.81388092	59.38838196	Солдатка	station	Горьковская
7033		259612	Свердловская область	2060442.0	sverdl	RU-SVE				1569 км		Горьковская
7034	Горьковское	260003	Нижегородская область	2060002.0	nizhegorod	RU-NIZ	8546851337.0	56.2866478	43.85425186	Нижний Новгород-Сортировочный	station	Горьковская
7035	Горьковское	260018	Нижегородская область	2061586.0	nizhegorod	RU-NIZ	260751188.0	56.26719284	43.79685211	429 км	halt	Горьковская
7036	Горьковское	260022	Нижегородская область	2061587.0	nizhegorod	RU-NIZ				431 км		Горьковская
7037	Горьковское	260037	Нижегородская область	2061588.0	nizhegorod	RU-NIZ	585224557.0	56.29549026	43.87730026	435 км	halt	Горьковская
7038	Горьковское	260037	Нижегородская область	2061588.0	nizhegorod	RU-NIZ	2008324646.0	56.29552841	43.87726593	435 км	halt	Горьковская
7039	Горьковское	260037	Нижегородская область	2061588.0	nizhegorod	RU-NIZ	154073922.0	56.29561996	43.87722015	435 км	station	Горьковская
7040	Горьковское	260107	Нижегородская область	2061530.0	nizhegorod	RU-NIZ				Горький-Автозавод		Горьковская
7041	Горьковское	260111	Нижегородская область	2061731.0	nizhegorod	RU-NIZ	1837006210.0	56.25518036	43.88376999	Кустовая	station	Горьковская
7042	Горьковское	260126	Нижегородская область	2061595.0	nizhegorod	RU-NIZ	1167999942.0	56.30215454	43.92232132	Счастливая	halt	Горьковская
7043	Горьковское	260126	Нижегородская область	2061595.0	nizhegorod	RU-NIZ	566474578.0	56.25911331	43.86790085	Счастливая	halt	Горьковская
7044	Горьковское	260130	Нижегородская область	2061454.0	nizhegorod	RU-NIZ				Садовая		Горьковская
7045	Горьковское	260145	Нижегородская область	2060640.0	nizhegorod	RU-NIZ	1420487770.0	56.26686859	43.79732513	Орловка	halt	Горьковская
7046		260155	Нижегородская область		nizhegorod	RU-NIZ				Н.НОВГОРОД-С-НЕЧ-САИПС		Горьковская
7047		260198	Нижегородская область		nizhegorod	RU-NIZ				Н.НОВГОРОД-МОСК-ЗАП		Горьковская
7048	Горьковское	260200	Нижегородская область	2060001.0	nizhegorod	RU-NIZ	5691037820.0	56.32216644	43.94569397	Нижний Новгород-Московский	station	Горьковская
7049	Горьковское	260215	Нижегородская область	2060650.0	nizhegorod	RU-NIZ				Волга		Горьковская
7050		260221	Нижегородская область		nizhegorod	RU-NIZ				Н.НОВГОРОД-М-НЕЧ-САИПС		Горьковская
7051	Горьковское	260304	Нижегородская область		nizhegorod	RU-NIZ				Малитовская Пристань (перев.)		Горьковская
7052	Горьковское	260408	Нижегородская область		nizhegorod	RU-NIZ				Нижний Новгород-Московский-перевалка		Горьковская
7053	Горьковское	260501	Нижегородская область		nizhegorod	RU-NIZ				Бурнаковская Пристань перев.		Горьковская
7054	Горьковское	261203	Нижегородская область	2060003.0	nizhegorod	RU-NIZ	603069379.0	56.30864334	43.87744141	Костариха	halt	Горьковская
7055	Горьковское	261218	Нижегородская область	2061605.0	nizhegorod	RU-NIZ	603069378.0	56.32993698	43.83545303	Чаадаево	halt	Горьковская
7056	Горьковское	261222	Нижегородская область	2061630.0	nizhegorod	RU-NIZ	603069382.0	56.34432602	43.83533859	Кооперативная	halt	Горьковская
7057	Горьковское	261307	Нижегородская область	2061440.0	nizhegorod	RU-NIZ	97661423.0	56.36678696	43.82860565	Починки	station	Горьковская
7058	Горьковское	261307	Нижегородская область	2061440.0	nizhegorod	RU-NIZ	2349732599.0	56.36684799	43.82884979	Починки	halt	Горьковская
7059	Горьковское	261311	Нижегородская область	2060720.0	nizhegorod	RU-NIZ	260750936.0	56.37357712	43.81150818	Копосово	halt	Горьковская
7060	Горьковское	261326	Нижегородская область	2061505.0	nizhegorod	RU-NIZ	260750939.0	56.37865829	43.7858963	Народная	halt	Горьковская
7061	Горьковское	261330	Нижегородская область	2061645.0	nizhegorod	RU-NIZ				Высокое		Горьковская
7062	Горьковское	261345	Нижегородская область	2061600.0	nizhegorod	RU-NIZ	552144813.0	56.39011002	43.73754501	Дубравная	halt	Горьковская
7063	Горьковское	261350	Нижегородская область	2061460.0	nizhegorod	RU-NIZ	566425868.0	56.4040451	43.71075821	Козино	halt	Горьковская
7064	Горьковское	261364	Нижегородская область	2061470.0	nizhegorod	RU-NIZ	573392043.0	56.35215378	43.87379837	Сормово	halt	Горьковская
7065	Горьковское	261400	Нижегородская область	2061470.0	nizhegorod	RU-NIZ				Сормово		Горьковская
7066	Горьковское	261415	Нижегородская область	2061535.0	nizhegorod	RU-NIZ	566427146.0	56.33906174	43.8833313	Варя	station	Горьковская
7067	Горьковское	261519	Нижегородская область	2061635.0	nizhegorod	RU-NIZ				Новое Сормово		Горьковская
7068	Горьковское	261538	Нижегородская область		nizhegorod	RU-NIZ				Бурнаковская Пристань		Горьковская
7069	Горьковское	261557	Нижегородская область		nizhegorod	RU-NIZ				Малитовская Пристань		Горьковская
7070	Горьковское	261612	Нижегородская область	2061575.0	nizhegorod	RU-NIZ	603065912.0	56.42149734	43.64830399	Алёшино	halt	Горьковская
7071	Горьковское	261627	Нижегородская область		nizhegorod	RU-NIZ				ЛУКИНО		Горьковская
7072	Горьковское	261701	Нижегородская область	2061515.0	nizhegorod	RU-NIZ	603065914.0	56.43618011	43.62361145	Лукино	halt	Горьковская
7073	Горьковское	261805	Нижегородская область	2061406.0	nizhegorod	RU-NIZ	1187972138.0	56.48353195	43.57727051	Балахна	station	Горьковская
7074	Горьковское	261805	Нижегородская область	2061406.0	nizhegorod	RU-NIZ	6442388326.0	56.48855972	43.55257797	Балахна	halt	Горьковская
7075	Горьковское	261909	Нижегородская область	2061455.0	nizhegorod	RU-NIZ	566424047.0	56.52055359	43.54257202	Правдинск	station	Горьковская
7076	Горьковское	261913	Нижегородская область	2062426.0	nizhegorod	RU-NIZ	494257524.0	56.53136826	43.52959824	Ваняты	halt	Горьковская
7077	Горьковское	261928	Нижегородская область	2061431.0	nizhegorod	RU-NIZ	2376462456.0	56.54486847	43.51074219	Могилицы	station	Горьковская
7078	Горьковское	261932	Нижегородская область	2062437.0	nizhegorod	RU-NIZ	494257808.0	56.57820129	43.46594238	Липовка	station	Горьковская
7079	Горьковское	261947	Нижегородская область	2061469.0	nizhegorod	RU-NIZ	1655829127.0	56.60906219	43.42689514	Шеляухово	station	Горьковская
7080	Горьковское	262009	Нижегородская область	2061465.0	nizhegorod	RU-NIZ	189671248.0	56.64450455	43.39333344	Заволжье	station	Горьковская
7081	Горьковское	262013	Нижегородская область	2061602.0	nizhegorod	RU-NIZ				58 км		Горьковская
7082	Горьковское	262094	Владимирская область		vladimir	RU-VLA				ПЕТУШКИ САИПС		Горьковская
7083	Горьковское	262102	Владимирская область	2060336.0	vladimir	RU-VLA	4741861280.0	55.92477417	39.46283722	Петушки	station	Горьковская
7084	Горьковское	262102	Владимирская область	2060336.0	vladimir	RU-VLA	303998149.0	55.92473984	39.46283722	Петушки	station	Горьковская
7085	Горьковское	262206	Владимирская область	2060337.0	vladimir	RU-VLA	431547204.0	55.93013763	39.62141418	Костерёво	station	Горьковская
7086	Горьковское	262206	Владимирская область	2060337.0	vladimir	RU-VLA	4741861361.0	55.93017197	39.6213913	Костерёво	station	Горьковская
7087	Горьковское	262210	Владимирская область		vladimir	RU-VLA				БОЛДИНО		Горьковская
7088	Горьковское	262303	Владимирская область	2060338.0	vladimir	RU-VLA				Болдино		Горьковская
7089	Горьковское	262314	Владимирская область	2061489.0	vladimir	RU-VLA	4962187557.0	55.96027756	39.77718353	Сушнево	halt	Горьковская
7090	Горьковское	262314	Владимирская область	2061489.0	vladimir	RU-VLA	4962187558.0	55.96024323	39.77720261	Сушнево	halt	Горьковская
7091	Горьковское	262329	Владимирская область	2060684.0	vladimir	RU-VLA				Красная Охота		Горьковская
7092	Горьковское	262403	Владимирская область	2060339.0	vladimir	RU-VLA	-10080611.0	56.01992416	39.98272705	Ундол	station	Горьковская
7093	Горьковское	262403	Владимирская область	2060339.0	vladimir	RU-VLA	459036268.0	56.02002716	39.98302841	Ундол	station	Горьковская
7094	Горьковское	262403	Владимирская область	2060339.0	vladimir	RU-VLA	4741861334.0	56.02006531	39.98300552	Ундол	station	Горьковская
7095	Горьковское	262418	Владимирская область	2060794.0	vladimir	RU-VLA	900777696.0	56.04823303	40.1336174	170 км	halt	Горьковская
7096	Горьковское	262418	Владимирская область	2060794.0	vladimir	RU-VLA	4741861327.0	56.04826355	40.13359451	170 км	halt	Горьковская
7097	Горьковское	262511	Владимирская область	2060341.0	vladimir	RU-VLA	4741861116.0	56.06177902	40.18409348	Колокша	station	Горьковская
7098	Горьковское	262511	Владимирская область	2060341.0	vladimir	RU-VLA	900780194.0	56.06175232	40.18413544	Колокша	station	Горьковская
7099	Горьковское	262600	Владимирская область	2060342.0	vladimir	RU-VLA	4741861250.0	56.09277344	40.280056	Юрьевец	halt	Горьковская
7100	Горьковское	262600	Владимирская область	2060342.0	vladimir	RU-VLA	900782882.0	56.09273911	40.28006744	Юрьевец	halt	Горьковская
7101	Горьковское	262704	Владимирская область	2060340.0	vladimir	RU-VLA	5691045824.0	56.12989807	40.42033005	Владимир	station	Горьковская
7102	Горьковское	262719	Владимирская область	2060567.0	vladimir	RU-VLA	2120537111.0	56.14799118	40.45288467	Автоприбор	halt	Горьковская
7103	Горьковское	262719	Владимирская область	2060567.0	vladimir	RU-VLA	4741861189.0	56.14801788	40.45284271	Автоприбор	halt	Горьковская
7104	Горьковское	262723	Владимирская область		vladimir	RU-VLA				БОГОЛЮБОВО		Горьковская
7105		262738	Владимирская область		vladimir	RU-VLA				ВЛАДИМИР-ВОСТ		Горьковская
7106		262742	Владимирская область		vladimir	RU-VLA				ВЛАДИМИР-НЕЧ-САИПС		Горьковская
7107		262757	Владимирская область		vladimir	RU-VLA				ВЛАДИМИР-ЧЕТ-САИПС		Горьковская
7108	Горьковское	262808	Владимирская область	2060343.0	vladimir	RU-VLA	247213604.0	56.19545364	40.54177475	Боголюбово	halt	Горьковская
7109	Горьковское	262812	Владимирская область	2061532.0	vladimir	RU-VLA	4741861174.0	56.20827866	40.58097076	Лемешки	halt	Горьковская
7110	Горьковское	262812	Владимирская область	2061532.0	vladimir	RU-VLA	247213153.0	56.20824814	40.5810051	Лемешки	halt	Горьковская
7111	Горьковское	262827	Владимирская область	2060568.0	vladimir	RU-VLA	4741861134.0	56.23439407	40.64169693	Выселки	halt	Горьковская
7112	Горьковское	262827	Владимирская область	2060568.0	vladimir	RU-VLA	1273388618.0	56.23435974	40.64172363	Выселки	halt	Горьковская
7113	Горьковское	262831	Владимирская область	2060583.0	vladimir	RU-VLA	4741861135.0	56.24463654	40.677845	Карякинская	halt	Горьковская
7114	Горьковское	262831	Владимирская область	2060583.0	vladimir	RU-VLA	1273388500.0	56.24459839	40.67786789	Карякинская	halt	Горьковская
7115	Горьковское	262899	Владимирская область		vladimir	RU-VLA				НОВКИ-2 САИПС		Горьковская
7116	Горьковское	262901	Владимирская область	2060348.0	vladimir	RU-VLA	1273489621.0	56.38475037	41.11244965	Новки 2	station	Горьковская
7117	Горьковское	262916	Владимирская область	2060730.0	vladimir	RU-VLA	4741861147.0	56.28572845	40.86943817	Новая Жизнь	halt	Горьковская
7118	Горьковское	262916	Владимирская область	2060730.0	vladimir	RU-VLA	247213139.0	56.28569794	40.86948395	Новая Жизнь	halt	Горьковская
7119	Горьковское	262920	Владимирская область	2060346.0	vladimir	RU-VLA	4741861166.0	56.31485748	40.93086624	Тереховицы	station	Горьковская
7120	Горьковское	262920	Владимирская область	2060346.0	vladimir	RU-VLA	1273405380.0	56.31485367	40.93093109	Тереховицы	station	Горьковская
7121	Горьковское	262935	Владимирская область	2061510.0	vladimir	RU-VLA	247213118.0	56.34324265	40.99002457	Камешково	halt	Горьковская
7122	Горьковское	262935	Владимирская область	2061510.0	vladimir	RU-VLA	4741860704.0	56.34328461	40.98999023	Камешково	halt	Горьковская
7123	Горьковское	262941	Владимирская область	2060344.0	vladimir	RU-VLA	8685279498.0	56.26891327	40.78638458	Второво	station	Горьковская
7124		262992	Владимирская область		vladimir	RU-VLA				НОВКИ I ВОСТ		Горьковская
7125	Горьковское	263001	Владимирская область	2060347.0	vladimir	RU-VLA	247213111.0	56.36240387	41.07499695	Новки 1	station	Горьковская
7126	Горьковское	263016	Владимирская область		vladimir	RU-VLA				Новки 2		Горьковская
7127	Горьковское	263020	Владимирская область	2060795.0	vladimir	RU-VLA	1286462630.0	56.37251282	41.11943817	243 км	halt	Горьковская
7128	Горьковское	263020	Владимирская область	2060795.0	vladimir	RU-VLA	4741861124.0	56.37255096	41.11938477	243 км	halt	Горьковская
7129	Горьковское	263035	Владимирская область	2060770.0	vladimir	RU-VLA	247213104.0	56.37835312	41.18224716	Сергейцево	halt	Горьковская
7130	Горьковское	263035	Владимирская область	2060770.0	vladimir	RU-VLA	4741860679.0	56.37838745	41.18223953	Сергейцево	halt	Горьковская
7131	Горьковское	263047	Владимирская область	2060780.0	vladimir	RU-VLA	4741860687.0	56.37538147	41.22251511	Федулово	station	Горьковская
