	division	esr	region	express	source	iso3166	osm_id	lat	lon	name	station_type_en	railway
26001	Север	903859	Республика Бурятия	2054678.0	buryat	RU-BU				Янчукан		Восточно-Сибирская
26002	Север	903914	Республика Бурятия	2054125.0	buryat	RU-BU	495477073.0	56.32013321	113.0121994	Ковокта	station	Восточно-Сибирская
26003	Север	903929	Республика Бурятия	2054126.0	buryat	RU-BU	311081493.0	56.3278923	113.22368622	Ангаракан	station	Восточно-Сибирская
26004	Север	904003	Забайкальский край	2054100.0	zabaikal	RU-ZAB				Окусикан		Восточно-Сибирская
26005		904101	Республика Бурятия		buryat	RU-BU				рзд. Итыкит		Восточно-Сибирская
26006		904122	Республика Бурятия		buryat	RU-BU				Итыкит		Восточно-Сибирская
26007		904230	Забайкальский край		zabaikal	RU-ZAB				НОВАЯ-ЧАРА-САИПС-ЗАПАД		Восточно-Сибирская
26008	Север	904279	Забайкальский край	2054691.0	zabaikal	RU-ZAB				1648 км		Восточно-Сибирская
26009	Север	904283	Забайкальский край	2054690.0	zabaikal	RU-ZAB				1646 км		Восточно-Сибирская
26010		904298	Забайкальский край		zabaikal	RU-ZAB				НОВАЯ ЧАРА-ЧЕТ		Восточно-Сибирская
26011	Север	904300	Забайкальский край	2054102.0	zabaikal	RU-ZAB	2109120436.0	56.79972076	118.27506256	Новая Чара	station	Восточно-Сибирская
26012	Север	904315	Забайкальский край	2054232.0	zabaikal	RU-ZAB	399262248.0	56.74178314	117.97027588	Сакукан	station	Восточно-Сибирская
26013	Север	904322	Забайкальский край	2054231.0	zabaikal	RU-ZAB				Салликит		Восточно-Сибирская
26014	Север	904334	Забайкальский край	2054118.0	zabaikal	RU-ZAB				Леприндо		Восточно-Сибирская
26015	Север	904349	Забайкальский край	2054119.0	zabaikal	RU-ZAB	479229774.0	56.58913422	117.29780579	Кодар	station	Восточно-Сибирская
26016	Север	904353	Забайкальский край	2054230.0	zabaikal	RU-ZAB				Наледный		Восточно-Сибирская
26017	Север	904368	Забайкальский край	2054127.0	zabaikal	RU-ZAB				Сюльбан		Восточно-Сибирская
26018	Север	904372	Забайкальский край	2054142.0	zabaikal	RU-ZAB	2420481052.0	56.45385361	116.68023682	Балбухта	halt	Восточно-Сибирская
26019	Север	904387	Забайкальский край	2054141.0	zabaikal	RU-ZAB				Таку		Восточно-Сибирская
26020	Север	904391	Забайкальский край		zabaikal	RU-ZAB				884 км		Восточно-Сибирская
26021	Север	904404	Республика Бурятия	2054131.0	buryat	RU-BU	4795338997.0	56.35970688	114.83576202	Таксимо	station	Восточно-Сибирская
26022	Север	904419	Республика Бурятия	2055004.0	buryat	RU-BU				772 км		Восточно-Сибирская
26023	Север	904423	Республика Бурятия	2054117.0	buryat	RU-BU	3505254633.0	56.34089661	114.3942337	1441 км	halt	Восточно-Сибирская
26024		904438	Забайкальский край		zabaikal	RU-ZAB				НОВАЯ-ЧАРА-САИПС-ВОСТОК		Восточно-Сибирская
26025	Север	904457	Забайкальский край	2054694.0	zabaikal	RU-ZAB				1736 км		Восточно-Сибирская
26026	Север	904461	Забайкальский край	2054693.0	zabaikal	RU-ZAB				1732 км		Восточно-Сибирская
26027	Север	904476	Забайкальский край	2054692.0	zabaikal	RU-ZAB				1728 км		Восточно-Сибирская
26028	Север	904508	Забайкальский край	2054099.0	zabaikal	RU-ZAB	3761286545.0	56.99992371	118.76811218	Икабья	station	Восточно-Сибирская
26029	Север	904512	Забайкальский край	2054233.0	zabaikal	RU-ZAB				ОЛОНГДО		Восточно-Сибирская
26030		904527	Забайкальский край		zabaikal	RU-ZAB				МУРУРИН		Восточно-Сибирская
26031	Север	904531	Забайкальский край	2054098.0	zabaikal	RU-ZAB	495212575.0	57.02799225	119.08807373	Икабьякан	station	Восточно-Сибирская
26032		904546	Забайкальский край		zabaikal	RU-ZAB				КЕМЕН		Восточно-Сибирская
26033		904550	Забайкальский край		zabaikal	RU-ZAB				1770 км		Восточно-Сибирская
26034	Север	904575	Забайкальский край	2054566.0	zabaikal	RU-ZAB				РАЗЪЕЗД СЕНАТОРСКИЙ		Восточно-Сибирская
26035	Тындинское	904601	Республика Саха (Якутия)	2048096.0	yakut	RU-SA	279993242.0	56.91493607	119.95549774	Хани	station	Дальневосточная
26036	Тындинское	904601	Республика Саха (Якутия)	2048096.0	yakut	RU-SA	2814621861.0	56.91497803	119.95547485	Хани	station	Дальневосточная
26037	Тындинское	904601	Республика Саха (Якутия)	2048096.0	yakut	RU-SA	4012799222.0	56.91452408	119.95558929	Хани	station	Дальневосточная
26038		904602	Амурская область		amur	RU-AMU				Вельбеткан		Дальневосточная
26039	Север	904616	Забайкальский край	2054233.0	zabaikal	RU-ZAB				Рзд Олонгдо		Восточно-Сибирская
26040		904620	Амурская область	2048133.0	amur	RU-AMU	6433731186.0	56.94553757	120.12232208	Усколь	station	Дальневосточная
26041		904620	Амурская область	2048133.0	amur	RU-AMU	8128326623.0	56.94551468	120.12239075	Усколь	station	Дальневосточная
26042		904688	Амурская область	2048132.0	amur	RU-AMU	8133212168.0	56.98163223	121.08809662	Разъезд 1945 км	station	Дальневосточная
26043	Тындинское	904705	Амурская область	2048094.0	amur	RU-AMU	4795398160.0	56.59454346	121.62988281	Юктали	station	Дальневосточная
26044	Тындинское	904706	Амурская область		amur	RU-AMU				рзд. Талума		Дальневосточная
26045	Тындинское	904718	Амурская область	2048143.0	amur	RU-AMU	1912412315.0	56.62587738	121.37025452	Тас-Юрях	halt	Дальневосточная
26046	Север	904724	Забайкальский край	2054695.0	zabaikal	RU-ZAB				1770 км		Восточно-Сибирская
26047	Тындинское	904743	Амурская область	2048093.0	amur	RU-AMU	443721162.0	56.38983154	121.97415161	Дюгабуль	station	Дальневосточная
26048	Север	904758	Забайкальский край	2054097.0	zabaikal	RU-ZAB	318641750.0	57.01709747	119.34745789	Мурурин	station	Восточно-Сибирская
26049	Север	904762	Забайкальский край	2054098.0	zabaikal	RU-ZAB				Рзд Икабьякан		Восточно-Сибирская
26050	Тындинское	904777	Амурская область	2034534.0	amur	RU-AMU	3580606262.0	56.56276321	121.88495636	Талума	station	Дальневосточная
26051	Север	904781	Забайкальский край	2054101.0	zabaikal	RU-ZAB				Кемен		Восточно-Сибирская
26052	Тындинское	904810	Амурская область		amur	RU-AMU				рзд. Кутыкан		Дальневосточная
26053	Тындинское	904813	Амурская область	2048087.0	amur	RU-AMU	2128031556.0	55.37347031	123.76718903	Хорогочи	station	Дальневосточная
26054	Тындинское	905002	Амурская область	2048085.0	amur	RU-AMU	4795506489.0	55.19210434	124.21701813	Кувыкта	station	Дальневосточная
26055	Тындинское	905017	Амурская область	2034532.0	amur	RU-AMU	318663964.0	55.30126572	124.05110931	Кутыкан	station	Дальневосточная
26056	Север	905708	Республика Бурятия	2054007.0	buryat	RU-BU	3505248359.0	56.16848755	113.67194366	Северомуйск	station	Восточно-Сибирская
26057	Север	905712	Республика Бурятия	2054008.0	buryat	RU-BU	3505238434.0	56.17167664	113.55874634	Казанкан	station	Восточно-Сибирская
26058	Север	905727	Республика Бурятия	2054009.0	buryat	RU-BU				673 км		Восточно-Сибирская
26059	Север	905731	Республика Бурятия	2054017.0	buryat	RU-BU				651 км		Восточно-Сибирская
