from_esr;from_name;to_esr;to_name
607630;ОП Ост. Пункт 116 км;607645;ОП Платформа 117 км
607645;ОП Платформа 117 км;607698;ОП Ост. Пункт 118 км
607653;Дубасовский;607664;ОП Ост. Пункт 127 км
607664;ОП Ост. Пункт 127 км;607679;ОП Платформа 130 км
607679;ОП Платформа 130 км;607683;Байка
607683;Байка;607838;ОП Колдобаш
607698;ОП Ост. Пункт 118 км;607653;Дубасовский
607700;Ртищево II;607630;ОП Ост. Пункт 116 км
607700;Ртищево II;607611;ОП Ост. Пункт 665 км
607715;ОП Ост. Пункт 670 км;607700;Ртищево II
607720;Благодатка;608506;Салтыковка
607720;Благодатка;607734;ОП Промывка
607734;ОП Промывка;607715;ОП Ост. Пункт 670 км
607804;Сердобск;607857;ОП Ост. Пункт 161 км
607819;ОП Платформа 154 км;607804;Сердобск
607823;ОП Ост. Пункт 150 км;607819;ОП Платформа 154 км
607838;ОП Колдобаш;607823;ОП Ост. Пункт 150 км
607842;ОП Платформа 165 км;607908;Тащиловка
607857;ОП Ост. Пункт 161 км;607842;ОП Платформа 165 км
607908;Тащиловка;607912;ОП Ост. Пункт 170 км
607912;ОП Ост. Пункт 170 км;607927;ОП Ост. Пункт 171 км
607927;ОП Ост. Пункт 171 км;608027;Балтинка
608012;ОП Жмакино;608046;ОП Платформа 192 км
608027;Балтинка;608012;ОП Жмакино
608031;ОП Ост. Пункт 195 км;608101;Колышлей
608046;ОП Платформа 192 км;608031;ОП Ост. Пункт 195 км
608101;Колышлей;608116;ОП Ост. Пункт 204 км
608116;ОП Ост. Пункт 204 км;608120;Скрябино
608120;Скрябино;608154;ОП Ост. Пункт 209 км
608135;ОП Ост. Пункт 213 км;608205;Саловка
608154;ОП Ост. Пункт 209 км;608135;ОП Ост. Пункт 213 км
608205;Саловка;608210;ОП Платформа 224 км
608210;ОП Платформа 224 км;608347;ОП Кромщино
608313;ОП Ост. Пункт 234 км;608328;ОП Аленевка
608328;ОП Аленевка;608332;ОП Платформа 241 км
608332;ОП Платформа 241 км;608402;Ардым
608347;ОП Кромщино;608313;ОП Ост. Пункт 234 км
608402;Ардым;608417;ОП Платформа 250 км
608417;ОП Платформа 250 км;608421;ОП Ост. Пункт 254 км
608421;ОП Ост. Пункт 254 км;630016;ОП Кривозеровка
608506;Салтыковка;608629;ОП Огибаловский
608606;Екатериновка;608722;ОП Еткары
608614;ОП Ост. Пункт 700 км;608606;Екатериновка
608629;ОП Огибаловский;608614;ОП Ост. Пункт 700 км
608703;Разъезд № 4;541700;Зензели
608718;ОП Афросимовский;608900;Лопуховка
608722;ОП Еткары;608718;ОП Афросимовский
608737;Енгалычевский (рзд);608741;ОП Капеллы
608741;ОП Капеллы;608807;Аткарск
;;;
608807;Аткарск;609208;Красавка
;;;
608826;ОП Ост. Пункт 11 км;608830;ОП Ост. Пункт 17 км
608830;ОП Ост. Пункт 17 км;608915;Юная
608845;ОП Ост. Пункт 7 км;608807;Аткарск
608859;Чемизовка;608879;ОП Ост. Пункт 13 км
608864;ОП Ост. Пункт 20 км;608859;Чемизовка
608879;ОП Ост. Пункт 13 км;608845;ОП Ост. Пункт 7 км
608883;ОП Ост. Пункт 26 км;608864;ОП Ост. Пункт 20 км
608898;ОП Ост. Пункт 774 км;623440;ОП Синицино
608900;Лопуховка;608737;Енгалычевский (рзд)
608915;Юная;608925;ОП Ост. Пункт 36 км
608925;ОП Ост. Пункт 36 км;609000;Лысые Горы
609000;Лысые Горы;609015;ОП Ост. Пункт 62 км
609015;ОП Ост. Пункт 62 км;609020;ОП Ост. Пункт 64 км
609020;ОП Ост. Пункт 64 км;609104;Калининск-Саратовский
;;;
609208;Красавка;608898;ОП Ост. Пункт 774 км
609208;Красавка;608826;ОП Ост. Пункт 11 км
609212;ОП Ост. Пункт 35 км;609265;ОП Жерновка
609227;ОП Соболевка;609212;ОП Ост. Пункт 35 км
609231;ОП Ост. Пункт 50 км;609227;ОП Соболевка
609246;ОП Ост. Пункт 56 км;609250;ОП Ост. Пункт 52 км
609250;ОП Ост. Пункт 52 км;609231;ОП Ост. Пункт 50 км
609265;ОП Жерновка;608883;ОП Ост. Пункт 26 км
609301;Петровск-Саратовский;609246;ОП Ост. Пункт 56 км
609316;ОП Ост. Пункт 67 км;609301;Петровск-Саратовский
609320;ОП Ост. Пункт 71 км;609316;ОП Ост. Пункт 67 км
609335;ОП Ост. Пункт 76 км;609320;ОП Ост. Пункт 71 км
609340;ОП Волково;609335;ОП Ост. Пункт 76 км
609354;ОП Ост. Пункт 84 км;609340;ОП Волково
609405;Подснежная;609354;ОП Ост. Пункт 84 км
609416;ОП Ост. Пункт 97 км;609405;Подснежная
609424;ОП Ост. Пункт 100 км;609416;ОП Ост. Пункт 97 км
609509;Бурасы;609424;ОП Ост. Пункт 100 км
609513;ОП Галанино;609509;Бурасы
609602;Карабулак;609513;ОП Галанино
609617;ОП Ост. Пункт 148 км;609602;Карабулак
609710;ОП Ост. Пункт 157 км;609725;ОП Высотная
609725;ОП Высотная;609617;ОП Ост. Пункт 148 км
609801;Барнуковка;609710;ОП Ост. Пункт 157 км
609814;ОП Ост. Пункт 185 км;609801;Барнуковка
609903;Куриловка;609814;ОП Ост. Пункт 185 км
609918;ОП Ост. Пункт 196 км;609903;Куриловка
610012;ОП Бакинская;610027;ОП Мамаев Курган
610027;ОП Мамаев Курган;610205;Краснооктябрьская
610031;ОП Воссоединение;610046;Вишневая (рзд)
;;;
610046;Вишневая (рзд);610050;ОП Верхнезареченская
610050;ОП Верхнезареченская;610065;Спартановка
610065;Спартановка;610075;ОП Новая Спартановка
610075;ОП Новая Спартановка;611104;Мечетка
610101;Трубная;610116;ОП Завод Синтетического Волокна
610116;ОП Завод Синтетического Волокна;610120;ОП Волжский-Химкомбинат
610120;ОП Волжский-Химкомбинат;616019;Заплавное (рзд)
610205;Краснооктябрьская;610218;ОП Баррикады
610218;ОП Баррикады;610309;Тракторная-Товарная
610309;Тракторная-Товарная;610313;ОП Тракторная-Пассажирская
;;;
610402;Волжский;611301;Волжский (эксп.)
610417;ОП Порт Волжский;610402;Волжский
610436;ОП Шарикоподшипник;610101;Трубная
;;;
610506;Орловка;611104;Мечетка
610510;Древний Вал (рзд);610506;Орловка
;;;
610603;Гумрак;610807;Бетонная
;;;
610603;Гумрак;610510;Древний Вал (рзд)
610614;Пост 2 км;610603;Гумрак
610629;Пост 17 км;610614;Пост 2 км
610633;ОП Локомотивное Депо;610671;Пост 16 км
610648;Бирюзовый;610652;ОП Басаргино
610652;ОП Басаргино;615904;Карповская
610667;ОП Ост. Пункт 366 км;611000;Им. Максима Горького
610671;Пост 16 км;610648;Бирюзовый
;;;
610807;Бетонная;610900;Разгуляевка
610807;Бетонная;610703;Бетонная-Товарная
;;;
610900;Разгуляевка;610031;ОП Воссоединение
610900;Разгуляевка;611413;Волгоград I
610900;Разгуляевка;610506;Орловка
;;;
611000;Им. Максима Горького;610629;Пост 17 км
611000;Им. Максима Горького;610633;ОП Локомотивное Депо
611000;Им. Максима Горького;611028;Пост 4 км
611015;Садовая;611068;ОП Железнодорожная Больница
611028;Пост 4 км;611034;Горнополянский (рзд)
611034;Горнополянский (рзд);612342;Канальная
611068;ОП Железнодорожная Больница;610667;ОП Ост. Пункт 366 км
611104;Мечетка;610417;ОП Порт Волжский
;;;
611301;Волжский (эксп.);612605;Волжский (перев.)
;;;
611405;Волгоград II;611015;Садовая
611405;Волгоград II;611509;Ельшанка
611413;Волгоград I;611405;Волгоград II
611413;Волгоград I;610012;ОП Бакинская
611413;Волгоград I;610031;ОП Воссоединение
611509;Ельшанка;611528;ОП Завод им. Петрова
611509;Ельшанка;618007;Ельшанка (эксп.)
;;;
611528;ОП Завод им. Петрова;611532;ОП Обувная Фабрика
611532;ОП Обувная Фабрика;611570;ОП Акварель
611547;ОП Горная Поляна;611551;ОП Им. Николая Руднева
611551;ОП Им. Николая Руднева;611566;ОП Завод им. Ермана
611566;ОП Завод им. Ермана;611602;Бекетовская
611570;ОП Акварель;611547;ОП Горная Поляна
611602;Бекетовская;611617;ОП Волгогрэс
611617;ОП Волгогрэс;611621;ОП Завод им. Кирова
611621;ОП Завод им. Кирова;611636;ОП Лесобаза
611636;ОП Лесобаза;611640;ОП Железнодорожная
611640;ОП Железнодорожная;611706;Сарепта
611706;Сарепта;611809;Сарепта (перев.)
611706;Сарепта;611710;ОП Судоверфь
611710;ОП Судоверфь;611725;ОП Красноармейская
611725;ОП Красноармейская;611732;ОП Заканальная
611732;ОП Заканальная;611903;Шпалопропитка
611744;ОП Ост. Пункт 34 км;612249;Чапурники
611809;Сарепта (перев.);611814;ОП Ост. Пункт 28 км
611814;ОП Ост. Пункт 28 км;611744;ОП Ост. Пункт 34 км
611903;Шпалопропитка;611937;ОП Керамическая
611903;Шпалопропитка;611918;ОП Мачтозавод
;;;
611937;ОП Керамическая;612003;Татьянка
612003;Татьянка;612018;ОП Нефтезаводская
612018;ОП Нефтезаводская;612126;ОП Татьянка-Южная
612107;Тингута;618103;Тингута (эксп.)
;;;
612126;ОП Татьянка-Южная;612111;ОП Южная
612215;ОП Ост. Пункт 43 км;612223;ОП Ост. Пункт 45 км
612223;ОП Ост. Пункт 45 км;612342;Канальная
612234;ОП Ост. Пункт 40 км;612215;ОП Ост. Пункт 43 км
612249;Чапурники;612234;ОП Ост. Пункт 40 км
612304;Гнилоаксайская;612501;Жутово
612342;Канальная;612107;Тингута
;;;
612408;Абганерово;612304;Гнилоаксайская
612501;Жутово;612516;Разъезд 140 км
612516;Разъезд 140 км;615406;Чилеково
612605;Волжский (перев.);610436;ОП Шарикоподшипник
612709;Гремячая;612713;Курмоярский (рзд)
612713;Курмоярский (рзд);612802;Котельниково
;;;
;;;
612906;Алексиково;612925;Разъезд 726 км
612906;Алексиково;613044;ОП Ост. Пункт 11 км
612910;ОП Ост. Пункт 742 км;612906;Алексиково
612925;Разъезд 726 км;612938;ОП Косарка
612938;ОП Косарка;584621;Дуплятка
;;;
613010;ОП Ост. Пункт 30 км;613006;Урюпино
613025;ОП Ост. Пункт 27 км;613010;ОП Ост. Пункт 30 км
613033;ОП Ост. Пункт 19 км;613025;ОП Ост. Пункт 27 км
613044;ОП Ост. Пункт 11 км;613033;ОП Ост. Пункт 19 км
613100;Ярыженская;612910;ОП Ост. Пункт 742 км
613114;Разъезд 764 км;613100;Ярыженская
613203;Бударино;613114;Разъезд 764 км
613218;Разъезд 782 км;613203;Бударино
;;;
613307;Филоново;613218;Разъезд 782 км
613311;Красноярский (рзд);613307;Филоново
613326;Солоново (рзд);613311;Красноярский (рзд)
613400;Панфилово;613326;Солоново (рзд)
613415;ОП Страхово;613400;Панфилово
613504;Порт Оля (перев.);614403;Порт Оля
613519;Троицкий;613542;Кумылга
613523;Рогожино (рзд);613519;Троицкий
613538;Пост 860 км;613523;Рогожино (рзд)
613542;Кумылга;613415;ОП Страхово
613608;Себряково;613538;Пост 860 км
613612;Гурово (рзд);613608;Себряково
613701;Раковка;613612;Гурово (рзд)
613716;ОП Лычак;613701;Раковка
613720;Зеленовская (рзд);613716;ОП Лычак
613735;Медовый (рзд);613720;Зеленовская (рзд)
613805;Арчеда;613735;Медовый (рзд)
613909;Калинино;613805;Арчеда
613913;Кустовый (рзд);613909;Калинино
614009;Липки;613913;Кустовый (рзд)
614013;Вишневый (рзд);614009;Липки
614102;Лог;614013;Вишневый (рзд)
614117;ОП Белушкино;614102;Лог
;;;
614206;Иловля I;614117;ОП Белушкино
614206;Иловля I;614210;Колоцкий (рзд)
614210;Колоцкий (рзд);614225;Тишкино (обп)
;;;
614225;Тишкино (обп);614239;Блокпост 997 км
614239;Блокпост 997 км;614600;Качалино
614305;Иловля II;614206;Иловля I
614305;Иловля II;614210;Колоцкий (рзд)
614403;Порт Оля;614507;Порт Оля (эксп.)
;;;
614600;Качалино;614615;Блокпост 1013 км
614615;Блокпост 1013 км;614634;ОП Ост. Пункт 1014 км
614624;Паньшино (обп);614704;Котлубань
614634;ОП Ост. Пункт 1014 км;614624;Паньшино (обп)
614704;Котлубань;614719;Блокпост 1036 км
614719;Блокпост 1036 км;614723;Конный (обп)
614723;Конный (обп);614738;ОП Ост. Пункт 1050 км
614738;ОП Ост. Пункт 1050 км;610603;Гумрак
614808;Чернышков;614827;Цымла (обп)
614812;Паршин (бп);614808;Чернышков
614827;Цымла (обп);614831;Вознесенский (обп)
614831;Вознесенский (обп);588302;Морозовская
614901;Обливская;614812;Паршин (бп)
614916;Секретев (пп);614901;Обливская
615001;Суровикино;614916;Секретев (пп)
615016;ОП Дмитриевка;615035;ОП Ост. Пункт 240 км
615020;ОП Ост. Пункт 255 км;615016;ОП Дмитриевка
615035;ОП Ост. Пункт 240 км;615001;Суровикино
615105;Чир;615020;ОП Ост. Пункт 255 км
615115;Рычково (обп);615143;ОП Школа-Интернат
615124;Пост 278 км;615115;Рычково (обп)
615143;ОП Школа-Интернат;615105;Чир
615209;Ложки;615124;Пост 278 км
615302;Ляпичев;615209;Ложки
615317;Кумовка (обп);615368;ОП Ост. Пункт 304 км
615321;ОП Кривомузгинский;615340;ОП Ост. Пункт 312 км
615336;ОП Ост. Пункт 323 км;615321;ОП Кривомузгинский
615340;ОП Ост. Пункт 312 км;615355;ОП Ост. Пункт 310 км
615355;ОП Ост. Пункт 310 км;615317;Кумовка (обп)
615368;ОП Ост. Пункт 304 км;615374;ОП Ост. Пункт 300 км
615374;ОП Ост. Пункт 300 км;615302;Ляпичев
615389;Мариновка;615336;ОП Ост. Пункт 323 км
615389;Мариновка;615410;ОП Спортбаза
615406;Чилеково;612709;Гремячая
615410;ОП Спортбаза;615425;ОП Ильевка
615425;ОП Ильевка;615434;ОП Черкасово
615434;ОП Черкасово;615459;ОП Стройрайон
615444;ОП Ост. Пункт 329 км;615389;Мариновка
615459;ОП Стройрайон;615500;Донская
615500;Донская;615603;Донская (эксп.)
;;;
615707;Зензели (эксп.);541503;Яндыки
615800;Прудбой;615444;ОП Ост. Пункт 329 км
615815;ОП Орошаемое;615800;Прудбой
615904;Карповская;615815;ОП Орошаемое
616004;Ленинск;616023;Солодовка (рзд)
616019;Заплавное (рзд);616004;Ленинск
616023;Солодовка (рзд);616038;Колобовка
616038;Колобовка;616042;Стасов (рзд)
616042;Стасов (рзд);616057;Разъезд 85 км
616057;Разъезд 85 км;616108;Капустин Яр
616108;Капустин Яр;616112;Пологое Займище (рзд)
616112;Пологое Займище (рзд);616127;Покровка (рзд)
616127;Покровка (рзд);616131;Владимировка
616131;Владимировка;616201;Ахтуба
616201;Ахтуба;616216;Совхозный (бп)
616201;Ахтуба;616305;Владимировская Пристань
616216;Совхозный (бп);616220;Кочевая (рзд)
616220;Кочевая (рзд);616235;Песчаный (бп)
616235;Песчаный (бп);616244;ОП Солончак
616244;ОП Солончак;618207;Верхний Баскунчак
616244;ОП Солончак;618211;Пост 1282 км
616244;ОП Солончак;618207;Верхний Баскунчак
;;;
616409;Трусово;617100;Трусово (перев.)
616409;Трусово;617100;Трусово (перев.)
616409;Трусово;617100;Трусово (перев.)
616409;Трусово;617100;Трусово (перев.)
616502;Правый Берег;619604;Правый Берег (эксп.)
616606;Новолесная;619500;Новолесная (эксп.)
616706;Кутум;619303;Кутум (эксп.)
616803;Астрахань I;616822;ОП Софья Перовская
616818;ОП Юго-Восток III;616706;Кутум
616822;ОП Софья Перовская;616818;ОП Юго-Восток III
616907;Астрахань II;616803;Астрахань I
616911;ОП Ост. Пункт 1519 км;616964;ОП Ост. Пункт 1521 км
616926;Рычинский (рзд);616959;ОП Ост. Пункт 1516 км
616930;ОП Ост. Пункт 1507 км;616945;ОП Ост. Пункт 1512 км
616945;ОП Ост. Пункт 1512 км;616926;Рычинский (рзд)
616959;ОП Ост. Пункт 1516 км;616911;ОП Ост. Пункт 1519 км
616964;ОП Ост. Пункт 1521 км;616907;Астрахань II
617007;Аксарайская II;617026;Разъезд № 2
617011;Кигаш;618404;Кигаш (эксп.)
617026;Разъезд № 2;617011;Кигаш
617100;Трусово (перев.);619407;Трусово (эксп.)
617100;Трусово (перев.);616606;Новолесная
617100;Трусово (перев.);616502;Правый Берег
617100;Трусово (перев.);541626;Ильменный (рзд)
617204;Бузанский (эксп.);617308;Бузанский (перев.)
617219;ОП Ост. Пункт 1494 км;617238;Дельта
617223;ОП Ост. Пункт 1492 км;617219;ОП Ост. Пункт 1494 км
617238;Дельта;616930;ОП Ост. Пункт 1507 км
617308;Бузанский (перев.);617401;Бузанский
617401;Бузанский;617416;ОП Ост. Пункт 1489 км
;;;
617416;ОП Ост. Пункт 1489 км;617420;ОП Ост. Пункт 1490 км
617420;ОП Ост. Пункт 1490 км;617223;ОП Ост. Пункт 1492 км
;;;
617505;Аксарайская;617516;ОП Ост. Пункт 1485 км
617505;Аксарайская;617007;Аксарайская II
617516;ОП Ост. Пункт 1485 км;617401;Бузанский
617613;ОП Ост. Пункт 1459 км;617647;Досанг
617628;Хошеутовский (рзд);617613;ОП Ост. Пункт 1459 км
617632;ОП Ост. Пункт 1472 км;617505;Аксарайская
617647;Досанг;617632;ОП Ост. Пункт 1472 км
617702;Сероглазово;617628;Хошеутовский (рзд)
617717;Селитренский (рзд);617702;Сероглазово
617806;Ашулук;617717;Селитренский (рзд)
617810;ОП Ост. Пункт 1396 км;617806;Ашулук
617901;Харабалинская;617810;ОП Ост. Пункт 1396 км
618007;Ельшанка (эксп.);611513;Мелькомбинат (пп)
618014;ОП Ост. Пункт 1360 км;618033;Чапчачи
618029;Миражный (рзд);618014;ОП Ост. Пункт 1360 км
618033;Чапчачи;617901;Харабалинская
618103;Тингута (эксп.);612408;Абганерово
618118;Чернобыльный (рзд);618156;Верблюжья
618122;Богдо;618118;Чернобыльный (рзд)
618137;Мартовский (рзд);618122;Богдо
618141;ОП Ост. Пункт 1291 км;618137;Мартовский (рзд)
618156;Верблюжья;618029;Миражный (рзд)
;;;
618207;Верхний Баскунчак;618245;ОП Пост-Передача
618207;Верхний Баскунчак;618141;ОП Ост. Пункт 1291 км
;;;
618207;Верхний Баскунчак;618245;ОП Пост-Передача
618211;Пост 1282 км;618207;Верхний Баскунчак
;;;
618211;Пост 1282 км;618245;ОП Пост-Передача
618211;Пост 1282 км;616244;ОП Солончак
618226;Шунгули (рзд);618211;Пост 1282 км
618230;Молодость (рзд);618226;Шунгули (рзд)
618245;ОП Пост-Передача;618300;Нижний Баскунчак
;;;
618245;ОП Пост-Передача;618300;Нижний Баскунчак
;;;
;;;
;;;
618512;Равнинный (рзд);618635;Шунгай
618601;Сайхин;618512;Равнинный (рзд)
618616;Полынный (рзд);618601;Сайхин
618620;Сайгачный (рзд);618616;Полынный (рзд)
618635;Шунгай;618230;Молодость (рзд)
618711;Голубой (рзд);618739;Эльтон
618724;Ингеловский (рзд);618711;Голубой (рзд)
618739;Эльтон;618620;Сайгачный (рзд)
618809;Джаныбек;618724;Ингеловский (рзд)
618813;Коммунистический (рзд);618809;Джаныбек
618917;Калашниковский (рзд);618921;Кайсацкая
618921;Кайсацкая;618813;Коммунистический (рзд)
619002;Палласовка;618917;Калашниковский (рзд)
619017;Савинский (рзд);619002;Палласовка
619021;Цветочный (рзд);619017;Савинский (рзд)
619106;Гмелинская;619021;Цветочный (рзд)
619110;Глубинный (рзд);619106;Гмелинская
619214;Усатовский (рзд);619248;Лепехинская
619229;Хлебный (рзд);619214;Усатовский (рзд)
619248;Лепехинская;619110;Глубинный (рзд)
619303;Кутум (эксп.);619411;ОП Ост. Пункт 422 км
;;;
619411;ОП Ост. Пункт 422 км;616409;Трусово
619500;Новолесная (эксп.);619708;Новолесная (перев.)
619604;Правый Берег (эксп.);619801;Правый Берег (перев.)
;;;
;;;
620004;Саратов I-Пассажирский;620048;ОП Саратов II
;;;
620014;ОП Студенческий Городок;620067;ОП Вагонное Депо
620029;ОП Площадь им. Ленина;620014;ОП Студенческий Городок
620033;ОП Молодежная;620029;ОП Площадь им. Ленина
620048;ОП Саратов II;620508;Саратов II-Товарный
620052;ОП Депо;620004;Саратов I-Пассажирский
620067;ОП Вагонное Депо;620004;Саратов I-Пассажирский
620086;ОП Астраханский;620052;ОП Депо
;;;
;;;
620103;Трофимовский I;620033;ОП Молодежная
620118;ОП Московское Шоссе;620103;Трофимовский I
620122;ОП Техстекло;620207;Трофимовский II
620137;ОП Сокурский Тракт;620122;ОП Техстекло
620180;ОП Ост. Пункт 279 км;623703;Зоринский
620207;Трофимовский II;620118;ОП Московское Шоссе
620300;Саратов III;620323;ОП Зуборезный
620300;Саратов III;620315;ОП Радужный
620300;Саратов III;620086;ОП Астраханский
620315;ОП Радужный;620527;ОП Лесопильный
620323;ОП Зуборезный;620705;Примыкание
620404;Саратов-Порт;628904;Саратов-Порт (перев.)
;;;
620508;Саратов II-Товарный;620404;Саратов-Порт
;;;
620508;Саратов II-Товарный;620300;Саратов III
620512;ОП Ост. Пункт 860 км;620508;Саратов II-Товарный
620527;ОП Лесопильный;620512;ОП Ост. Пункт 860 км
620527;ОП Лесопильный;625408;Князевка
620601;Ивановский;621144;ОП Ост. Пункт 35 км
620705;Примыкание;620719;ОП ГПЗ
620719;ОП ГПЗ;620724;ОП Комсомольская
620724;ОП Комсомольская;620739;ОП Березина Речка
620739;ОП Березина Речка;620809;Багаевка
620739;ОП Березина Речка;620902;Кокурино
620809;Багаевка;620828;Александровка (пп)
620809;Багаевка;620902;Кокурино
620809;Багаевка;620813;Черниха
620813;Черниха;621002;Нефтяная
620828;Александровка (пп);620895;ОП Ост. Пункт 19 км
620832;Буркин (рзд);621133;ОП Ост. Пункт 28 км
620851;ОП Власовский (рзд);620866;ОП Ост. Пункт 43 км
620866;ОП Ост. Пункт 43 км;620885;ОП Ост. Пункт 44 км
620870;Горючка (рзд);621159;ОП Ост. Пункт 52 км
620885;ОП Ост. Пункт 44 км;620870;Горючка (рзд)
620895;ОП Ост. Пункт 19 км;620832;Буркин (рзд)
;;;
;;;
621002;Нефтяная;625427;ОП Правобережный
621106;Паницкая;621110;ОП Ост. Пункт 63 км
621110;ОП Ост. Пункт 63 км;621125;ОП Красноармейское Шоссе
621125;ОП Красноармейское Шоссе;621229;Бобровка
621133;ОП Ост. Пункт 28 км;620601;Ивановский
621144;ОП Ост. Пункт 35 км;620851;ОП Власовский (рзд)
621159;ОП Ост. Пункт 52 км;621163;ОП Ост. Пункт 54 км
621163;ОП Ост. Пункт 54 км;621106;Паницкая
621214;ОП Ост. Пункт 79 км;621303;Карамыш
621229;Бобровка;621214;ОП Ост. Пункт 79 км
621303;Карамыш;621318;Суворовский
621318;Суворовский;621411;Степной (рзд)
621411;Степной (рзд);621426;Россоша
621426;Россоша;621430;ОП Луговое
621430;ОП Луговое;621515;Каменка
621445;ОП Кузьминки;623722;ОП Первая Расловка
621515;Каменка;621529;ОП Ост. Пункт 132 км
621529;ОП Ост. Пункт 132 км;621661;Овражная
621619;Семеновский (рзд);621642;ОП Ост. Пункт 159 км
621623;ОП Мучной;621638;ОП Ост. Пункт 168 км
621638;ОП Ост. Пункт 168 км;621676;Умет-Камышенский
621642;ОП Ост. Пункт 159 км;621657;ОП Ост. Пункт 144 км
621657;ОП Ост. Пункт 144 км;621623;ОП Мучной
621661;Овражная;621619;Семеновский (рзд)
621676;Умет-Камышенский;621731;ОП Ост. Пункт 180 км
621712;Лебяжье;621727;ОП Ост. Пункт 190 км
621727;ОП Ост. Пункт 190 км;621801;Петров Вал
621731;ОП Ост. Пункт 180 км;621712;Лебяжье
;;;
621801;Петров Вал;622522;Авилово
621801;Петров Вал;621820;ОП Локомотивная
621801;Петров Вал;621816;Петрунин (рзд)
621816;Петрунин (рзд);622908;Соломатино
621820;ОП Локомотивная;622518;ОП Ост. Пункт 461 км
621835;ОП Птицефабрика;621848;ОП Камышинка
621848;ОП Камышинка;621854;ОП Карпунино
621854;ОП Карпунино;621869;ОП Камышин II
621869;ОП Камышин II;621873;ОП Соколовка
621873;ОП Соколовка;623008;Камышин
;;;
622005;Ильмень;607024;ОП Ост. Пункт 344 км
622109;Медведица;622005;Ильмень
622202;Ададурово;622109;Медведица
622405;Лапшинская;622202;Ададурово
622518;ОП Ост. Пункт 461 км;621835;ОП Птицефабрика
622522;Авилово;622405;Лапшинская
622607;Бердия;622611;Кондраши (рзд)
622611;Кондраши (рзд);614305;Иловля II
622700;Солодча;622607;Бердия
622804;Зензеватка;622819;Захаровка (рзд)
622819;Захаровка (рзд);622700;Солодча
622908;Соломатино;622912;Забурунный (рзд)
622912;Забурунный (рзд);622927;Иловлинка (рзд)
622927;Иловлинка (рзд);622804;Зензеватка
623008;Камышин;623101;Камышин (эксп.)
623101;Камышин (эксп.);623205;Камышин (перев.)
;;;
623402;Кологривовка;623417;ОП Евдокимовский
623417;ОП Евдокимовский;623455;ОП Ост. Пункт 799 км
623421;Никольский;623489;ОП Ост. Пункт 809 км
623436;ОП Муммовка;623402;Кологривовка
623440;ОП Синицино;623436;ОП Муммовка
623455;ОП Ост. Пункт 799 км;623468;ОП Ост. Пункт 800 км
623468;ОП Ост. Пункт 800 км;623474;ОП Ост. Пункт 802 км
623474;ОП Ост. Пункт 802 км;623421;Никольский
623489;ОП Ост. Пункт 809 км;623506;Татищево
623506;Татищево;623510;ОП Ост. Пункт 816 км
623510;ОП Ост. Пункт 816 км;623525;Блокпост 819 км
623525;Блокпост 819 км;623578;ОП Ост. Пункт 822 км
623534;ОП Ост. Пункт 824 км;623544;Курдюм
623544;Курдюм;623559;ОП Докторовка
623559;ОП Докторовка;623563;ОП Ост. Пункт 837 км
623563;ОП Ост. Пункт 837 км;623600;Жасминная
623578;ОП Ост. Пункт 822 км;623534;ОП Ост. Пункт 824 км
623600;Жасминная;623629;ОП Ост. Пункт 841 км
623614;ОП Поливановка;623648;ОП Завод Контакт
623629;ОП Ост. Пункт 841 км;623614;ОП Поливановка
623648;ОП Завод Контакт;620103;Трофимовский I
623703;Зоринский;620137;ОП Сокурский Тракт
623718;Липовский (рзд);623794;ОП Ост. Пункт 276 км
623722;ОП Первая Расловка;623718;Липовский (рзд)
623737;Вязовка (рзд);621445;ОП Кузьминки
623741;ОП Ост. Пункт 37 км;623775;ОП Ост. Пункт 262 км
623756;ОП Ост. Пункт 258 км;623760;ОП Ост. Пункт 259 км
623760;ОП Ост. Пункт 259 км;623741;ОП Ост. Пункт 37 км
623775;ОП Ост. Пункт 262 км;623787;ОП Ост. Пункт 263 км
623787;ОП Ост. Пункт 263 км;623737;Вязовка (рзд)
623794;ОП Ост. Пункт 276 км;620180;ОП Ост. Пункт 279 км
623807;Тарханы;623756;ОП Ост. Пункт 258 км
623811;Доброволец (рзд);623853;ОП Ост. Пункт 246 км
623826;Елховка;623811;Доброволец (рзд)
623830;Сухой Карабулак;623845;ОП Ост. Пункт 225 км
623845;ОП Ост. Пункт 225 км;623826;Елховка
623853;ОП Ост. Пункт 246 км;623864;ОП Ост. Пункт 250 км
623864;ОП Ост. Пункт 250 км;623807;Тарханы
623915;Медяниково (рзд);623949;Казаковка
623920;ОП Ост. Пункт 105 км;623953;ОП Ост. Пункт 191 км
623934;Булгаковка (рзд);623920;ОП Ост. Пункт 105 км
623949;Казаковка;623830;Сухой Карабулак
623953;ОП Ост. Пункт 191 км;623915;Медяниково (рзд)
623968;ОП Ост. Пункт 173 км;623934;Булгаковка (рзд)
624000;Сенная;623968;ОП Ост. Пункт 173 км
624000;Сенная;609918;ОП Ост. Пункт 196 км
624000;Сенная;624015;ОП Ключи
624000;Сенная;624212;Кряжим (рзд)
624015;ОП Ключи;624706;Шиханы
624208;Чернавка;624316;ОП Маза
624212;Кряжим (рзд);624208;Чернавка
624316;ОП Маза;624320;Буровка
624320;Буровка;624424;ОП Дубовый Гай
