from_esr;from_name;to_esr;to_name
269332;ОП Копнино;269328;ОП Ефимьево
269347;ОП Буревестник;269332;ОП Копнино
269402;Кудьма;269417;ОП Борисовская
269417;ОП Борисовская;269807;Ройка
269436;ОП Платформа 341 км;269440;ОП Большая Ельня
269440;ОП Большая Ельня;269455;ОП Анкудиновка
269455;ОП Анкудиновка;269703;Мыза
269469;ОП Пионерский;269506;Кстово
269506;Кстово;269510;ОП Ост. Пункт 12 км
269510;ОП Ост. Пункт 12 км;269601;Зелецино
;;;
;;;
269807;Ройка;269436;ОП Платформа 341 км
269807;Ройка;269469;ОП Пионерский
;;;
270005;Лянгасово;273408;Поздино
270005;Лянгасово;270908;Матанцы
270005;Лянгасово;270018;ОП Лянгасы
270005;Лянгасово;273304;Вятка
270018;ОП Лянгасы;270109;Чухломинский
270109;Чухломинский;270113;ОП Ост. Пункт 951 км
270113;ОП Ост. Пункт 951 км;270202;Киров
270202;Киров;270217;Красносельский (рзд)
;;;
270202;Киров;270306;Киров-Котласский
270217;Красносельский (рзд);273408;Поздино
270306;Киров-Котласский;270912;ОП Ост. Пункт 9 км
270306;Киров-Котласский;270403;Киров-Заводская
;;;
270804;Стрижи;270823;ОП Ост. Пункт 932 км
270819;ОП Цапели;270005;Лянгасово
270823;ОП Ост. Пункт 932 км;270819;ОП Цапели
;;;
270908;Матанцы;271402;Гирсово
;;;
270908;Матанцы;273304;Вятка
270912;ОП Ост. Пункт 9 км;270908;Матанцы
;;;
271101;Белка-Слободская;271008;Слободское
271205;Вахрушево;271101;Белка-Слободская
271309;Долгушино;271205;Вахрушево
271402;Гирсово;271417;ОП Ост. Пункт 32 км
271402;Гирсово;271309;Долгушино
271417;ОП Ост. Пункт 32 км;271421;Медянка
271421;Медянка;271474;ОП Ост. Пункт 41 км
271436;ОП Ост. Пункт 46 км;271466;ОП Ост. Пункт 50 км
271440;Чащинский (рзд);271455;ОП Ост. Пункт 62 км
271455;ОП Ост. Пункт 62 км;271609;Юрья
271466;ОП Ост. Пункт 50 км;271440;Чащинский (рзд)
271474;ОП Ост. Пункт 41 км;271489;ОП Ост. Пункт 44 км
271489;ОП Ост. Пункт 44 км;271436;ОП Ост. Пункт 46 км
271609;Юрья;271614;ОП Мечкино
271614;ОП Мечкино;271629;ОП Ост. Пункт 79 км
271629;ОП Ост. Пункт 79 км;271648;Мосинский
271648;Мосинский;271851;Великая
271811;ОП Ост. Пункт 98 км;271826;Пахарь
271826;Пахарь;271830;Долиничи (рзд)
271830;Долиничи (рзд);271900;Мураши
271851;Великая;271811;ОП Ост. Пункт 98 км
271900;Мураши;271915;Комсомольский (рзд)
271915;Комсомольский (рзд);271928;ОП Ост. Пункт 130 км
271928;ОП Ост. Пункт 130 км;272000;Безбожник
272000;Безбожник;272015;ОП Ост. Пункт 140 км
272015;ОП Ост. Пункт 140 км;272023;ОП Рогозино
272023;ОП Рогозино;272104;Староверческая
272104;Староверческая;272119;ОП Ост. Пункт 157 км
272119;ОП Ост. Пункт 157 км;272208;Вазюк
272208;Вазюк;272212;Нагибино (рзд)
272212;Нагибино (рзд);272227;ОП Ост. Пункт 173 км
272227;ОП Ост. Пункт 173 км;272301;Опарино
272301;Опарино;272316;ОП Ост. Пункт 192 км
272316;ОП Ост. Пункт 192 км;272405;Латышский
272405;Латышский;272419;ОП Ост. Пункт 204 км
272419;ОП Ост. Пункт 204 км;272509;Альмеж
272509;Альмеж;272513;ОП Ост. Пункт 219 км
272513;ОП Ост. Пункт 219 км;272621;Новый
272617;ОП Ост. Пункт 233 км;272706;Пинюг
272621;Новый;272617;ОП Ост. Пункт 233 км
272706;Пинюг;272710;Октябрьский (рзд)
272710;Октябрьский (рзд);272725;ОП Платформа 257 км
272725;ОП Платформа 257 км;272782;Панасюк
272782;Панасюк;273003;Лунданка
272782;Панасюк;272829;ОП Маялово
272829;ОП Маялово;272903;Подосиновец
;;;
273003;Лунданка;273018;ОП Платформа 281 км
273018;ОП Платформа 281 км;273022;Макуха (рзд)
273022;Макуха (рзд);273037;ОП Кентус
273037;ОП Кентус;273107;Луза
273107;Луза;273111;ОП Ост. Пункт 302 км
273111;ОП Ост. Пункт 302 км;273126;ОП Платформа 309 км
273126;ОП Платформа 309 км;273130;Бумажный
273130;Бумажный;273145;ОП Платформа 316 км
273145;ОП Платформа 316 км;273152;ОП Платформа 321 км
273152;ОП Платформа 321 км;273200;Сусоловка
;;;
273200;Сусоловка;273215;ОП Христофорово
273200;Сусоловка;299910;ОП Ост. Пункт 326 км
273215;ОП Христофорово;273229;ОП Ост. Пункт 25 км
;;;
;;;
;;;
;;;
273408;Поздино;273501;Полой
;;;
273501;Полой;273516;ОП Мутница
273516;ОП Мутница;273802;Бумкомбинат
;;;
273709;Просница;273713;ОП Конып
273713;ОП Конып;273728;ОП Луговой
273728;ОП Луговой;273751;ОП Ост. Пункт 1021 км
273732;Ардаши;273747;ОП Береговой
273747;ОП Береговой;273770;ОП Рехино
273751;ОП Ост. Пункт 1021 км;273732;Ардаши
273770;ОП Рехино;273910;ОП Кордяга
273802;Бумкомбинат;273709;Просница
273802;Бумкомбинат;273605;Чепецкая
273910;ОП Кордяга;274006;Зуевка
274006;Зуевка;274082;Коса
274082;Коса;274114;ОП Черноус
274114;ОП Черноус;274129;ОП Леваны
274129;ОП Леваны;274203;Фаленки
274203;Фаленки;274218;ОП Князи
274218;ОП Князи;274222;ОП Сада
274222;ОП Сада;274237;ОП Бачумово
274237;ОП Бачумово;274307;Яр
274307;Яр;274311;ОП Дизьмино
274307;Яр;274330;ОП Ост. Пункт 8 км
274311;ОП Дизьмино;274326;ОП Балышур
274326;ОП Балышур;275530;Кожиль
274330;ОП Ост. Пункт 8 км;274345;ОП Пудемский
274345;ОП Пудемский;274358;ОП Ост. Пункт 23 км
274358;ОП Ост. Пункт 23 км;274364;Перелом (рзд)
274364;Перелом (рзд);274415;ОП Струговской
274415;ОП Струговской;274519;ОП Шахровский
274519;ОП Шахровский;274608;Стальная
274608;Стальная;274701;Озерница-Кировская
274701;Озерница-Кировская;274824;ОП Тонкино
274810;ОП Ост. Пункт 92 км;274909;Лесные Поляны
274824;ОП Тонкино;274810;ОП Ост. Пункт 92 км
274909;Лесные Поляны;275009;Шлаковая
275009;Шлаковая;275102;Котчиха
275102;Котчиха;275206;Пещера
275206;Пещера;278100;Гарь
275300;Кирс;275403;Светлополянск
275403;Светлополянск;275418;ОП Фосфоритная
275418;ОП Фосфоритная;275422;ОП Ост. Пункт 173 км
275422;ОП Ост. Пункт 173 км;275507;Верхнекамская
275507;Верхнекамская;275511;Лесная
;;;
275530;Кожиль;275634;ОП Ост. Пункт 1147 км
275615;ОП Убыть;275704;Глазов
275620;ОП Ост. Пункт 1150 км;275615;ОП Убыть
275634;ОП Ост. Пункт 1147 км;275620;ОП Ост. Пункт 1150 км
275704;Глазов;275738;ОП Ост. Пункт 1169 км
275719;ОП Безум;275742;ОП Ост. Пункт 1177 км
275723;ОП Туктым;275757;ОП Ост. Пункт 1185 км
275738;ОП Ост. Пункт 1169 км;275719;ОП Безум
275742;ОП Ост. Пункт 1177 км;275723;ОП Туктым
275757;ОП Ост. Пункт 1185 км;275808;Балезино
275808;Балезино;275827;Шур (обп)
275827;Шур (обп);275901;Пибаньшур
;;;
;;;
275901;Пибаньшур;275916;ОП Ост. пункт 1217 км
275916;ОП Ост. пункт 1217 км;761848;Чепца
;;;
;;;
276124;ОП Гуляево;276016;ОП Ост. Пункт 142 км
276139;Инга (рзд);276124;ОП Гуляево
276317;ОП Ост. Пункт 92 км;276139;Инга (рзд)
276406;Ува I;276317;ОП Ост. Пункт 92 км
276514;ОП Ува II;276406;Ува I
276618;ОП Квака;276622;ОП Каркалай
276622;ОП Каркалай;276514;ОП Ува II
276711;ОП Областная;276618;ОП Квака
276815;ОП Кияик;276834;ОП Азино
276825;ОП Синтек;276815;ОП Кияик
276834;ОП Азино;276711;ОП Областная
276904;Люкшудья;276919;ОП Пестовка
276904;Люкшудья;276825;ОП Синтек
276919;ОП Пестовка;276923;Угловой
276923;Угловой;277004;Чур
277004;Чур;277019;ОП Кекоран
277019;ОП Кекоран;277108;Пастухово
277108;Пастухово;277112;ОП Лынга
277112;ОП Лынга;277127;Лоза
277127;Лоза;277305;Кушья
277305;Кушья;277409;Игра
277409;Игра;277517;Меньил
277517;Меньил;277593;Люк
277593;Люк;277714;ОП Андрейшур
277714;ОП Андрейшур;277818;Зилай
277818;Зилай;275901;Пибаньшур
277818;Зилай;275916;ОП Ост. пункт 1217 км
278100;Гарь;275300;Кирс
280007;Сольвычегодск;280045;ОП Ост. Пункт 1096 км
;;;
280026;Пырский;280030;ОП Ватса
280030;ОП Ватса;280904;Низовка
280045;ОП Ост. Пункт 1096 км;280026;Пырский
280100;Котлас-Южный;280115;ОП Большая Слободка
280115;ОП Большая Слободка;280505;Котлас-Северный
280123;ОП Пекарня;280153;ОП Ост. Пункт 381 км
